episode,north,south,east,west
46,0.670486012,0.654827233,0.780167826,0.591034821
47,0.670486012,0.654827233,0.783639058,0.591034821
48,0.670486012,0.654827233,0.791097102,0.591034821
49,0.737381792,0.654827233,0.791097102,0.591034821
50,0.737381792,0.654827233,0.799117944,0.591034821
51,0.737381792,0.654827233,0.803843669,0.655120485
52,0.737381792,0.654827233,0.756802697,0.655120485
53,0.737381792,0.654827233,0.75834178,0.655120485
54,0.737381792,0.654827233,0.759111322,0.655120485
55,0.737381792,0.654827233,0.759182507,0.655120485
56,0.737381792,0.654827233,0.759346799,0.655120485
57,0.737381792,0.654827233,0.781540953,0.655120485
58,0.737381792,0.654827233,0.794204254,0.655120485
59,0.737381792,0.654827233,0.781463909,0.655120485
60,0.737381792,0.654827233,0.795340399,0.655120485
61,0.737381792,0.700561577,0.806041433,0.655120485
62,0.737381792,0.700561577,0.807922827,0.655120485
63,0.737381792,0.700561577,0.808912469,0.636288175
64,0.737381792,0.700561577,0.809431762,0.636288175
65,0.737381792,0.700561577,0.809703645,0.636288175
66,0.737381792,0.700561577,0.809845704,0.636288175
67,0.737381792,0.700561577,0.809919793,0.636288175
68,0.700512703,0.700561577,0.597465078,0.636288175
69,0.651709324,0.632256824,0.597465078,0.636288175
70,0.619123857,0.600643982,0.663160029,0.597198272
71,0.619123857,0.600643982,0.699714759,0.597198272
72,0.619123857,0.600643982,0.744714252,0.597198272
73,0.644683342,0.635443405,0.772285562,0.597198272
74,0.644683342,0.635443405,0.788606999,0.597198272
75,0.644683342,0.635443405,0.798035609,0.592638743
76,0.683864408,0.635443405,0.806057984,0.592638743
77,0.686521992,0.662311491,0.78756057,0.630254707
78,0.663109032,0.662311491,0.760228221,0.573528516
79,0.663109032,0.662311491,0.766029162,0.573528516
80,0.663109032,0.662311491,0.787974959,0.573528516
81,0.636006899,0.690691196,0.784215014,0.573528516
82,0.636006899,0.690691196,0.786973097,0.573528516
83,0.636006899,0.690691196,0.783547704,0.573528516
84,0.705782498,0.690691196,0.783547704,0.573528516
85,0.419070851,0.419422475,0.442149657,0.413511099
86,0.408502771,0.419422475,0.534325143,0.413511099
87,0.408502771,0.419422475,0.518428952,0.413511099
88,0.408502771,0.443004266,0.570801527,0.413511099
89,0.408502771,0.443004266,0.643694289,0.413511099
90,0.408502771,0.443004266,0.703493907,0.413511099
91,0.408502771,0.443004266,0.745070335,0.447076431
92,0.408502771,0.443004266,0.78501012,0.494575399
93,0.408502771,0.443004266,0.738604871,0.549449916
94,0.408502771,0.443004266,0.772842858,0.549449916
95,0.534641708,0.443004266,0.751697973,0.549449916
96,0.662119662,0.443004266,0.751697973,0.549449916
97,0.689160079,0.443004266,0.767778629,0.549449916
98,0.689160079,0.443004266,0.776341531,0.549449916
99,0.689160079,0.443004266,0.786896874,0.549449916
100,0.689160079,0.443004266,0.795311491,0.549449916
101,0.689160079,0.443004266,0.801087273,0.549449916
102,0.689160079,0.443004266,0.745450424,0.549449916
103,0.689160079,0.443004266,0.73376356,0.549449916
104,0.689160079,0.443004266,0.733504676,0.549449916
105,0.739563532,0.443004266,0.66198797,0.549449916
106,0.63532884,0.443004266,0.725977477,0.575670198
107,0.63532884,0.531857504,0.744831048,0.555961399
108,0.63532884,0.531857504,0.716456323,0.555961399
109,0.63532884,0.531857504,0.719407124,0.555961399
110,0.63532884,0.531857504,0.754486003,0.555961399
111,0.63532884,0.531857504,0.761710505,0.555961399
112,0.63532884,0.597493051,0.763138529,0.581154685
113,0.63532884,0.597493051,0.762357677,0.581154685
114,0.63532884,0.597493051,0.783612276,0.581154685
115,0.63532884,0.597493051,0.775337021,0.581154685
116,0.63532884,0.597493051,0.781933952,0.581154685
117,0.63532884,0.597493051,0.787216509,0.581154685
118,0.63532884,0.597493051,0.753999051,0.581154685
119,0.63532884,0.597493051,0.742125873,0.581154685
120,0.63532884,0.597493051,0.736189283,0.581154685
121,0.63532884,0.597493051,0.734753083,0.581154685
122,0.63532884,0.597493051,0.762408128,0.581154685
123,0.63532884,0.597493051,0.750952114,0.594837087
124,0.63532884,0.597493051,0.762850082,0.594837087
125,0.63532884,0.597493051,0.777612054,0.594837087
126,0.634210352,0.597493051,0.733946074,0.607504384
127,0.634210352,0.597493051,0.76976979,0.607504384
128,0.634210352,0.597493051,0.788783272,0.607504384
129,0.634210352,0.597493051,0.779150778,0.607504384
130,0.634210352,0.597493051,0.774334532,0.607504384
131,0.634210352,0.597493051,0.766351819,0.607504384
132,0.634210352,0.597493051,0.783115695,0.607504384
133,0.634210352,0.597493051,0.79402774,0.607504384
134,0.634210352,0.597493051,0.800748817,0.607504384
135,0.634210352,0.597493051,0.760940164,0.607504384
136,0.634210352,0.597493051,0.761054558,0.607504384
137,0.634210352,0.597493051,0.769161511,0.607504384
138,0.634210352,0.597493051,0.773214988,0.607504384
139,0.634210352,0.597493051,0.78342461,0.607504384
140,0.634210352,0.597493051,0.763896055,0.607504384
141,0.634210352,0.597493051,0.770539902,0.607504384
142,0.634210352,0.597493051,0.782065888,0.607504384
143,0.669034826,0.597493051,0.791930913,0.607504384
144,0.669034826,0.597493051,0.798914441,0.607504384
145,0.712774475,0.597493051,0.764484634,0.621314063
146,0.712774475,0.597493051,0.786729563,0.621314063
147,0.712774475,0.597493051,0.798108404,0.621314063
148,0.712774475,0.597493051,0.803926014,0.621314063
149,0.712774475,0.597493051,0.784840638,0.633474796
150,0.712774475,0.597493051,0.786359134,0.633474796
151,0.712774475,0.597493051,0.792648975,0.633474796
152,0.712774475,0.597493051,0.798559191,0.633474796
153,0.712774475,0.597493051,0.802896948,0.633474796
154,0.712774475,0.597493051,0.795666716,0.640275229
155,0.712774475,0.597493051,0.777550811,0.640275229
156,0.712774475,0.597493051,0.791079966,0.640275229
157,0.712774475,0.654732511,0.799192263,0.640275229
158,0.712774475,0.654732511,0.803922272,0.640275229
159,0.712774475,0.654732511,0.806624206,0.640275229
160,0.712774475,0.654732511,0.808143638,0.640275229
161,0.712774475,0.654732511,0.808987587,0.640275229
162,0.712774475,0.640908757,0.809451677,0.640275229
163,0.712774475,0.640908757,0.799580833,0.640275229
164,0.712774475,0.640908757,0.799717914,0.640275229
165,0.712774475,0.640908757,0.802322706,0.640275229
166,0.712774475,0.681499596,0.804893227,0.640275229
167,0.712774475,0.70295175,0.767574006,0.610930051
168,0.638844182,0.70295175,0.798917954,0.610930051
169,0.638844182,0.70295175,0.804300461,0.610930051
170,0.638844182,0.70295175,0.807070973,0.610930051
171,0.682604029,0.70295175,0.808495858,0.610930051
172,0.682604029,0.70295175,0.809228114,0.610930051
173,0.682604029,0.70295175,0.809594243,0.610930051
174,0.682604029,0.70295175,0.809594243,0.610930051
175,0.682604029,0.70295175,0.789547358,0.610930051
176,0.682604029,0.70295175,0.799768725,0.660761337
177,0.682604029,0.70295175,0.804881886,0.660761337
178,0.682604029,0.70295175,0.807439705,0.660761337
179,0.682604029,0.70295175,0.808718614,0.660761337
180,0.554019075,0.550240501,0.555400277,0.54400391
181,0.554019075,0.550240501,0.616672941,0.54400391
182,0.554019075,0.550240501,0.680322872,0.54400391
183,0.554019075,0.550240501,0.728654637,0.54400391
184,0.554019075,0.550240501,0.761073919,0.54400391
185,0.619492801,0.550240501,0.781410259,0.54400391
186,0.619492801,0.550240501,0.79364178,0.54400391
187,0.619492801,0.550240501,0.790715799,0.583276139
188,0.619492801,0.550240501,0.727543976,0.583276139
189,0.619492801,0.550240501,0.732365026,0.583276139
190,0.619492801,0.550240501,0.752979032,0.583276139
191,0.619492801,0.550240501,0.772387776,0.601546256
192,0.639942174,0.550240501,0.767333323,0.601546256
193,0.712684424,0.550240501,0.767333323,0.601546256
194,0.712684424,0.550240501,0.776379998,0.601546256
195,0.688244661,0.550240501,0.743054811,0.601546256
196,0.644572146,0.550240501,0.734160152,0.601546256
197,0.644572146,0.550240501,0.76900841,0.601546256
198,0.644572146,0.550240501,0.768374366,0.601546256
199,0.644572146,0.550240501,0.778622263,0.601546256
200,0.644572146,0.550240501,0.789028672,0.601546256
201,0.644572146,0.550240501,0.796873106,0.601546256
202,0.644572146,0.633713148,0.753209405,0.590517143
203,0.644572146,0.633713148,0.770225118,0.590517143
204,0.644572146,0.633713148,0.784422767,0.590517143
205,0.644572146,0.633713148,0.794366487,0.590517143
206,0.644572146,0.633713148,0.800760796,0.652723491
207,0.644572146,0.633713148,0.804669174,0.652723491
208,0.644572146,0.633713148,0.808133875,0.644947529
209,0.644572146,0.633713148,0.799165086,0.644947529
210,0.644572146,0.633713148,0.729692389,0.644947529
211,0.644572146,0.633713148,0.732401117,0.644947529
212,0.644572146,0.633713148,0.75247802,0.610146455
213,0.644572146,0.633713148,0.743408854,0.610146455
214,0.644572146,0.633713148,0.757545779,0.610146455
215,0.644572146,0.633713148,0.762746425,0.610146455
216,0.644572146,0.633713148,0.771698034,0.610146455
217,0.644572146,0.633713148,0.764218977,0.610146455
218,0.644572146,0.633713148,0.783440694,0.610146455
219,0.644572146,0.633713148,0.794885949,0.610146455
220,0.644572146,0.633713148,0.801525776,0.610146455
221,0.644572146,0.633713148,0.785266144,0.633978092
222,0.644572146,0.633713148,0.797403772,0.633978092
223,0.644572146,0.633713148,0.756750858,0.633978092
224,0.644572146,0.633713148,0.759899915,0.633978092
225,0.664241035,0.633713148,0.736875838,0.633978092
226,0.664241035,0.633713148,0.695303523,0.633978092
227,0.664241035,0.633713148,0.719691555,0.633978092
228,0.664241035,0.633713148,0.730373385,0.633978092
229,0.664241035,0.633713148,0.761946641,0.633978092
230,0.674996506,0.633713148,0.762804629,0.633978092
231,0.674996506,0.633713148,0.784342301,0.621600626
232,0.674996506,0.633713148,0.796141144,0.621600626
233,0.674996506,0.633713148,0.724880029,0.61206269
234,0.674996506,0.633713148,0.719686354,0.61206269
235,0.674996506,0.640715434,0.717089517,0.61206269
236,0.674996506,0.640715434,0.739667928,0.61206269
237,0.670348821,0.640715434,0.762895549,0.61206269
238,0.670348821,0.640715434,0.79366583,0.61206269
239,0.670348821,0.640715434,0.779006666,0.61206269
240,0.670348821,0.640715434,0.773535864,0.61206269
241,0.670348821,0.640715434,0.791021781,0.61206269
242,0.670348821,0.640715434,0.790031469,0.61206269
243,0.670348821,0.640715434,0.775025237,0.624425869
244,0.670348821,0.640715434,0.770517132,0.624425869
245,0.670348821,0.640715434,0.788948638,0.624425869
246,0.670348821,0.640715434,0.798819355,0.624425869
247,0.670348821,0.640715434,0.804082196,0.624425869
248,0.670348821,0.640715434,0.806877357,0.624425869
249,0.670348821,0.640715434,0.788184874,0.624425869
250,0.670348821,0.640715434,0.77934688,0.624425869
251,0.670348821,0.640715434,0.802306019,0.624425869
252,0.670348821,0.640715434,0.747606215,0.624425869
253,0.670348821,0.656780514,0.730839555,0.624425869
254,0.63683138,0.625145205,0.616179488,0.624425869
255,0.57474032,0.564193547,0.639319726,0.531475939
256,0.57474032,0.593960381,0.710556991,0.516933024
257,0.607120806,0.616730836,0.676509698,0.516933024
258,0.607989767,0.616730836,0.688721174,0.516933024
259,0.607989767,0.618289947,0.692358477,0.516933024
260,0.607989767,0.618289947,0.67896414,0.516933024
261,0.607989767,0.618289947,0.717029002,0.516933024
262,0.695268349,0.618289947,0.717029002,0.516933024
263,0.695268349,0.618289947,0.756651234,0.581129563
264,0.695268349,0.618289947,0.769940565,0.581129563
265,0.695268349,0.618289947,0.783277757,0.581129563
266,0.695268349,0.618289947,0.793292615,0.581129563
267,0.695268349,0.618289947,0.799973176,0.581129563
268,0.695268349,0.669132903,0.806238445,0.581129563
269,0.695268349,0.669132903,0.80770094,0.581129563
270,0.695268349,0.669132903,0.778334262,0.581129563
271,0.695268349,0.669132903,0.789005289,0.581129563
272,0.695268349,0.669132903,0.777196591,0.581129563
273,0.695268349,0.669132903,0.792307835,0.581129563
274,0.695268349,0.691104977,0.800508687,0.581129563
275,0.75231156,0.691104977,0.800508687,0.581129563
276,0.75231156,0.691104977,0.805093036,0.581129563
277,0.75231156,0.691104977,0.787338538,0.581129563
278,0.75231156,0.691104977,0.788505959,0.581129563
279,0.75231156,0.691104977,0.794171324,0.645392463
280,0.75231156,0.691104977,0.799544834,0.645392463
281,0.75231156,0.691104977,0.803502003,0.645392463
282,0.714695982,0.691104977,0.766945072,0.645392463
283,0.714695982,0.691104977,0.788154933,0.645392463
284,0.714695982,0.652204215,0.798918665,0.645392463
285,0.714695982,0.652204215,0.774285935,0.645392463
286,0.75214756,0.652204215,0.774285935,0.645392463
287,0.75214756,0.652204215,0.787042752,0.645392463
288,0.75214756,0.652204215,0.758533607,0.645392463
289,0.75214756,0.670024921,0.767142575,0.645392463
290,0.714540182,0.673478863,0.759395781,0.645392463
291,0.714540182,0.673478863,0.779699419,0.645392463
292,0.714540182,0.673478863,0.772857989,0.645392463
293,0.714540182,0.673478863,0.790179377,0.645392463
294,0.761645282,0.673478863,0.744449157,0.645392463
295,0.761645282,0.673478863,0.742698959,0.645392463
296,0.687384867,0.673478863,0.740519196,0.645392463
297,0.687384867,0.673478863,0.766628193,0.645392463
298,0.687384867,0.673478863,0.783998394,0.645392463
299,0.687384867,0.673478863,0.794841346,0.645392463
300,0.683487109,0.673478863,0.780391788,0.62469147
301,0.683487109,0.673478863,0.774607174,0.62469147
302,0.683487109,0.673478863,0.791764124,0.62469147
303,0.683487109,0.673478863,0.795139382,0.62469147
304,0.683487109,0.694552153,0.792316569,0.62469147
305,0.683487109,0.694552153,0.796031723,0.62469147
306,0.683487109,0.694552153,0.800452581,0.62469147
307,0.683487109,0.694552153,0.721502931,0.62469147
308,0.683487109,0.694552153,0.743147213,0.62469147
309,0.683487109,0.694552153,0.76527148,0.62469147
310,0.670211418,0.694552153,0.76285289,0.62469147
311,0.670211418,0.694552153,0.76285289,0.62469147
312,0.670211418,0.694552153,0.77361719,0.62469147
313,0.670211418,0.694552153,0.791297356,0.62469147
314,0.691189519,0.694552153,0.800520868,0.62469147
315,0.691189519,0.694552153,0.803659277,0.62469147
316,0.749794181,0.716108051,0.803659277,0.615520301
317,0.749794181,0.716108051,0.806429349,0.615520301
318,0.749794181,0.716108051,0.797899537,0.615520301
319,0.749794181,0.716108051,0.7987922,0.615520301
320,0.749794181,0.716108051,0.801817316,0.615520301
321,0.749794181,0.718871817,0.804619266,0.615520301
322,0.749794181,0.718871817,0.806664937,0.615520301
323,0.749794181,0.718871817,0.80801012,0.615520301
324,0.749794181,0.718871817,0.808843886,0.615520301
325,0.749794181,0.718871817,0.809341356,0.615520301
326,0.749794181,0.718871817,0.809774899,0.615520301
327,0.749794181,0.718871817,0.809867303,0.615520301
328,0.749794181,0.718871817,0.809923578,0.615520301
329,0.749794181,0.718871817,0.809956752,0.634637852
330,0.749794181,0.718871817,0.809975858,0.634637852
331,0.749794181,0.718871817,0.696828794,0.634637852
332,0.645662326,0.648781815,0.692000564,0.634637852
333,0.645662326,0.648781815,0.747505307,0.634637852
334,0.645662326,0.648781815,0.758178823,0.634637852
335,0.712481981,0.648781815,0.758178823,0.634637852
336,0.676857882,0.665571378,0.665426633,0.634637852
337,0.620949479,0.615588389,0.637378289,0.616760911
338,0.620949479,0.615588389,0.637378289,0.616760911
339,0.620949479,0.615588389,0.702764304,0.616760911
340,0.574553662,0.615588389,0.736317853,0.616760911
341,0.574553662,0.615588389,0.753503384,0.616760911
342,0.574553662,0.615588389,0.76229031,0.616760911
343,0.574553662,0.615588389,0.776414464,0.616760911
344,0.574553662,0.615588389,0.788341886,0.616760911
345,0.574553662,0.615588389,0.79673827,0.616760911
346,0.574553662,0.615588389,0.802152799,0.616760911
347,0.574553662,0.615588389,0.805468231,0.616760911
348,0.574553662,0.615588389,0.807430031,0.616760911
349,0.574553662,0.615588389,0.808562974,0.616760911
350,0.574553662,0.615588389,0.771640853,0.616760911
351,0.574553662,0.615588389,0.77200011,0.616760911
352,0.574553662,0.615588389,0.742165054,0.616760911
353,0.574553662,0.615588389,0.74713795,0.616760911
354,0.574553662,0.615588389,0.73512235,0.616760911
355,0.574553662,0.615588389,0.750837862,0.616760911
356,0.633577604,0.615588389,0.759210064,0.604534979
357,0.633577604,0.615588389,0.769320745,0.604534979
358,0.633577604,0.615588389,0.782018229,0.604534979
359,0.633577604,0.615588389,0.792188043,0.604534979
360,0.633577604,0.667426763,0.802681207,0.658752109
361,0.633577604,0.667426763,0.805385336,0.658752109
362,0.633577604,0.667426763,0.808129883,0.658752109
363,0.633577604,0.667426763,0.808826124,0.658752109
364,0.633577604,0.667426763,0.789073001,0.658752109
365,0.633577604,0.667426763,0.779749971,0.658752109
366,0.633577604,0.667426763,0.794845133,0.658752109
367,0.633577604,0.667426763,0.802407641,0.658752109
368,0.633577604,0.697354204,0.788835627,0.658752109
369,0.633577604,0.697354204,0.799414082,0.658752109
370,0.633577604,0.697354204,0.804705175,0.658752109
371,0.633577604,0.697354204,0.807351655,0.658752109
372,0.633577604,0.697354204,0.808675361,0.658752109
373,0.633577604,0.697354204,0.809337447,0.658752109
374,0.633577604,0.697354204,0.809668607,0.658752109
375,0.633577604,0.697354204,0.809834245,0.658752109
376,0.633577604,0.697354204,0.809917093,0.658752109
377,0.633577604,0.697354204,0.809958532,0.658752109
378,0.663046075,0.697354204,0.789730295,0.658752109
379,0.663046075,0.697354204,0.802530466,0.658752109
380,0.663046075,0.697354204,0.806265231,0.658752109
381,0.663046075,0.697354204,0.786692497,0.658752109
382,0.663046075,0.697354204,0.787626189,0.658752109
383,0.663046075,0.697354204,0.793453065,0.658752109
384,0.663046075,0.697354204,0.786856745,0.658752109
385,0.663046075,0.697354204,0.792092865,0.658752109
386,0.663046075,0.697354204,0.797878679,0.658752109
387,0.663046075,0.697354204,0.802355463,0.658752109
388,0.663046075,0.697354204,0.805385793,0.658752109
389,0.663046075,0.697354204,0.807296927,0.658752109
390,0.691223172,0.697354204,0.808450479,0.658752109
391,0.691223172,0.697354204,0.786575307,0.658752109
392,0.691223172,0.697354204,0.786962687,0.658752109
393,0.691223172,0.697354204,0.79281886,0.658752109
394,0.691223172,0.697354204,0.798578189,0.658752109
395,0.691223172,0.697354204,0.782909019,0.651404431
396,0.674846201,0.683370707,0.757579884,0.651404431
397,0.674846201,0.683370707,0.783436037,0.651404431
398,0.674846201,0.683370707,0.796364113,0.651404431
399,0.674846201,0.683370707,0.803005104,0.643579148
400,0.674846201,0.746596877,0.803005104,0.643579148
401,0.674846201,0.746596877,0.806458314,0.643579148
402,0.674846201,0.746596877,0.808207038,0.643579148
403,0.674846201,0.746596877,0.809092459,0.643579148
404,0.674846201,0.746596877,0.8095407,0.643579148
405,0.674846201,0.746596877,0.790024105,0.643579148
406,0.674846201,0.746596877,0.79013893,0.643579148
407,0.674846201,0.746596877,0.790196342,0.643579148
408,0.674846201,0.746596877,0.775406701,0.638587938
409,0.674846201,0.746596877,0.79023507,0.638587938
410,0.674846201,0.72890422,0.798883395,0.638587938
411,0.674846201,0.72890422,0.783852542,0.640135864
412,0.690156745,0.72890422,0.796617736,0.640135864
413,0.690156745,0.72890422,0.8031546,0.640135864
414,0.690156745,0.72890422,0.806500166,0.640135864
415,0.690156745,0.72890422,0.806500166,0.640135864
416,0.690156745,0.72890422,0.808211516,0.644505293
417,0.690156745,0.72890422,0.809086475,0.644505293
418,0.750068731,0.72890422,0.809086475,0.644505293
419,0.580388886,0.560206714,0.556237883,0.563114577
420,0.551369441,0.533504916,0.61343811,0.534958848
421,0.551369441,0.540108514,0.58007511,0.543526573
422,0.551369441,0.540108514,0.629215583,0.532797086
423,0.551369441,0.553201269,0.686696805,0.532797086
424,0.551369441,0.553201269,0.682922844,0.532797086
425,0.551369441,0.553201269,0.738233675,0.532797086
426,0.551369441,0.553201269,0.738233675,0.532797086
427,0.551369441,0.553201269,0.738233675,0.532797086
428,0.551369441,0.553201269,0.738233675,0.532797086
429,0.551369441,0.553201269,0.773602603,0.532797086
430,0.551369441,0.553201269,0.771160592,0.532797086
431,0.551369441,0.553201269,0.790323179,0.532797086
432,0.551369441,0.553201269,0.800033031,0.532797086
433,0.551369441,0.553201269,0.79483045,0.532797086
434,0.551369441,0.553201269,0.79222916,0.532797086
435,0.551369441,0.676507602,0.79222916,0.532797086
436,0.551369441,0.676507602,0.757623604,0.532797086
437,0.551369441,0.676507602,0.753028588,0.532797086
438,0.551369441,0.676507602,0.775592982,0.532797086
439,0.585637033,0.642682222,0.734526361,0.532797086
440,0.585637033,0.642682222,0.719540838,0.571156999
441,0.585637033,0.642682222,0.719540838,0.571156999
442,0.585637033,0.642682222,0.738409248,0.571156999
443,0.585637033,0.642682222,0.772331434,0.571156999
444,0.585637033,0.642682222,0.784575424,0.571156999
445,0.585637033,0.642682222,0.790697419,0.571156999
446,0.585637033,0.642682222,0.793758417,0.571156999
447,0.585637033,0.642682222,0.798584062,0.571156999
448,0.585637033,0.642682222,0.798584062,0.571156999
449,0.585637033,0.642682222,0.782679856,0.571156999
450,0.585637033,0.642682222,0.795516142,0.571156999
451,0.585637033,0.642682222,0.802346177,0.571156999
452,0.585637033,0.642682222,0.805967142,0.571156999
453,0.585637033,0.642682222,0.807880598,0.571156999
454,0.585637033,0.642682222,0.808888812,0.571156999
455,0.585637033,0.642682222,0.809418663,0.571156999
456,0.585637033,0.642682222,0.799572103,0.571156999
457,0.585637033,0.642682222,0.779728135,0.571156999
458,0.585637033,0.642682222,0.798630573,0.571156999
459,0.585637033,0.642682222,0.783082369,0.571156999
460,0.585637033,0.642682222,0.776330548,0.571156999
461,0.585637033,0.642682222,0.801107455,0.571156999
462,0.585637033,0.642682222,0.787404389,0.571156999
463,0.557590647,0.580020705,0.561336348,0.578107007
464,0.557590647,0.622931973,0.561336348,0.578107007
465,0.557590647,0.641735822,0.561336348,0.538184814
466,0.557590647,0.678627456,0.561336348,0.538184814
467,0.557590647,0.545778607,0.670069644,0.521693764
468,0.557590647,0.545778607,0.732235557,0.521693764
469,0.557590647,0.545778607,0.767218146,0.521693764
470,0.557590647,0.545778607,0.767478803,0.521693764
471,0.557590647,0.545778607,0.787764494,0.521693764
472,0.557590647,0.627383326,0.798394793,0.521693764
473,0.640574475,0.627383326,0.806733108,0.521693764
474,0.640574475,0.627383326,0.80824469,0.521693764
475,0.640574475,0.627383326,0.809061413,0.521693764
476,0.640574475,0.627383326,0.799376764,0.521693764
477,0.640574475,0.627383326,0.751321218,0.521693764
478,0.640574475,0.627383326,0.753977027,0.521693764
479,0.640574475,0.627383326,0.768646722,0.521693764
480,0.640574475,0.627383326,0.726275737,0.521693764
481,0.640574475,0.627383326,0.743675887,0.521693764
482,0.640574475,0.627383326,0.764606953,0.521693764
483,0.640574475,0.627383326,0.762072807,0.521693764
484,0.640574475,0.627383326,0.763926836,0.56314554
485,0.640574475,0.627383326,0.785434544,0.56314554
486,0.640574475,0.627383326,0.749852515,0.56314554
487,0.640574475,0.627383326,0.749691405,0.56314554
488,0.640574475,0.627383326,0.749137228,0.56314554
489,0.640574475,0.627383326,0.773585519,0.56314554
490,0.640574475,0.627383326,0.769461574,0.590316938
491,0.640574475,0.627383326,0.797621733,0.590316938
492,0.640574475,0.627383326,0.80306298,0.590316938
493,0.640574475,0.675070004,0.806157546,0.590316938
494,0.640574475,0.675070004,0.807891802,0.590316938
495,0.640574475,0.675070004,0.798732089,0.590316938
496,0.640574475,0.675070004,0.799259139,0.590316938
497,0.640574475,0.675070004,0.765049317,0.590316938
498,0.640574475,0.675070004,0.767734532,0.590316938
499,0.640574475,0.675070004,0.769341956,0.590316938
500,0.640574475,0.675070004,0.779908323,0.590316938
501,0.640574475,0.675070004,0.790072834,0.619828217
502,0.640574475,0.675070004,0.777843932,0.619828217
503,0.640574475,0.675070004,0.792701634,0.659943878
504,0.640574475,0.675070004,0.792701634,0.659943878
505,0.724677071,0.675070004,0.792701634,0.659943878
506,0.724677071,0.675070004,0.801045734,0.659943878
507,0.684017081,0.698005582,0.775226809,0.659943878
508,0.690860605,0.698005582,0.778801888,0.678824003
509,0.690860605,0.698005582,0.786899339,0.678824003
510,0.690860605,0.698005582,0.775026384,0.678824003
511,0.690860605,0.698005582,0.771262131,0.678824003
512,0.690860605,0.698005582,0.789693365,0.678824003
513,0.690860605,0.698005582,0.769533941,0.678824003
514,0.690860605,0.698005582,0.755382678,0.678824003
515,0.681221435,0.698005582,0.784986212,0.678824003
516,0.681221435,0.698005582,0.79370662,0.678824003
517,0.697778696,0.698005582,0.780117402,0.678824003
518,0.697778696,0.698005582,0.73801711,0.648217642
519,0.697778696,0.698005582,0.689392791,0.648217642
520,0.662889761,0.663105303,0.707388513,0.590800337
521,0.637700056,0.663105303,0.714179941,0.590800337
522,0.637700056,0.663105303,0.740936029,0.590800337
523,0.637700056,0.663105303,0.764891044,0.590800337
524,0.637700056,0.663105303,0.763034761,0.596469558
525,0.637700056,0.663105303,0.783873138,0.596469558
526,0.67159294,0.663105303,0.795614448,0.596469558
527,0.751250425,0.663105303,0.795614448,0.596469558
528,0.658339659,0.629950038,0.589873088,0.619351328
529,0.592010879,0.598452536,0.621760536,0.619351328
530,0.592010879,0.598452536,0.680166349,0.619351328
531,0.592010879,0.598452536,0.727226215,0.619351328
532,0.592010879,0.598452536,0.759684628,0.619351328
533,0.592010879,0.598452536,0.780378074,0.619351328
534,0.592010879,0.598452536,0.792956917,0.619351328
535,0.655666292,0.598452536,0.802391049,0.666506277
536,0.655666292,0.598452536,0.805079465,0.666506277
537,0.655666292,0.598452536,0.806981702,0.666506277
538,0.655666292,0.662368034,0.732324096,0.632181154
539,0.655666292,0.662368034,0.663106253,0.624437106
540,0.607595443,0.599717091,0.68327195,0.624437106
541,0.607595443,0.599717091,0.728284215,0.624437106
542,0.607595443,0.599717091,0.750790347,0.624437106
